periodo,datetime,CO2_ppm,AQI,CO_ppm,SO2_ppm,O3_ppm,NO2_ppm,PM2_5_ugm3,temp_C,hum_pct,Bat_pct
P1,2025-11-06 20:28:57,0.14481829951827696,3,0.1605423041984871,0.8992821600817884,-0.24975568149310895,-0.49123529907561553,-0.06218538993970942,0.3239202657807309,0.44328552803129073,0.7205513784461152
P1,2025-11-06 20:29:58,0.13234625858559187,3,0.13891739393382346,0.8681994593157432,-0.2953136339240846,-0.44438380511560077,-0.06218538993970942,0.3222591362126246,0.44328552803129073,0.7230576441102755
P1,2025-11-06 20:31:00,0.11697278365423379,3,0.11420321077420816,0.8681994593157432,-0.2041977290621333,-0.44438380511560077,-0.06218538993970942,0.3239202657807309,0.4458930899608866,0.7230576441102755
P1,2025-11-06 20:32:01,0.10973982496559824,3,0.09103366406206857,0.8992821600817884,-0.15863977663115778,-0.39753231115558596,-0.12542980803196244,0.32558139534883723,0.44719687092568444,0.725563909774436
P1,2025-11-06 20:33:01,0.10081550901707295,3,0.07095339024488126,0.8681994593157432,-0.2041977290621333,-0.39753231115558596,-0.06218538993970942,0.3239202657807309,0.4419817470664928,0.7293233082706765
P1,2025-11-06 20:34:02,0.09432509741814532,3,0.03388211550545813,0.8681994593157432,-0.2041977290621333,-0.44438380511560077,-0.18867422612421547,0.3239202657807309,0.44328552803129073,0.7318295739348369
P1,2025-11-06 20:35:03,0.08391568729020418,3,0.03079284261050615,0.8371167585496977,-0.24975568149310895,-0.49123529907561553,-0.12542980803196244,0.3222591362126246,0.44328552803129073,0.7343358395989974
P1,2025-11-06 20:36:04,0.08196306346171331,3,0.039288343071624016,0.8371167585496977,-0.15863977663115778,-0.39753231115558596,-0.12542980803196244,0.3222591362126246,0.44328552803129073,0.7368421052631577
P1,2025-11-06 20:37:05,0.06631457108972265,3,0.024614296820602295,0.8371167585496977,-0.4319874912170112,-0.5849382869956451,-0.18867422612421547,0.3222591362126246,0.4445893089960887,0.7393483709273182
P1,2025-11-06 20:38:07,0.05811905135887335,3,0.01766343280696047,0.8371167585496977,-0.34087158635505993,-0.5380867930356303,-0.12542980803196244,0.32059800664451826,0.4458930899608866,0.7418546365914785
